subj_code,bin,type,total_valid_answers,subj_accuracy,prompt,response,category,category_type,uuid,correct_res,incorrect_res
AWKX5GXJ8QYP7,4,target,71,0.732394366197183,Ali is facing away from Chicago. Ali turns around. Chicago is BLANK Ali.,0,egocentric_distant,egocentric_distant_target,49a33aab-df02-4990-beab-2a4f987d1064,in front of,behind
A10JXOU89D5RXR,4,target,71,0.830985915492958,Ali is facing away from Milwaukee. Ali turns around. Ali is facing BLANK Milwaukee.,1,egocentric_distant,egocentric_distant_target,794ebfff-f43c-4c48-8cfc-65c1fe1c76e0,towards,away from
A120PN22KW0VPY,4,target,71,0.732394366197183,Ali is facing away from Milwaukee. Ali turns around. Ali is facing BLANK Milwaukee.,1,egocentric_distant,egocentric_distant_target,794ebfff-f43c-4c48-8cfc-65c1fe1c76e0,towards,away from
A1CN1H9UODZ1E6,4,target,71,0.647887323943662,Ali is facing away from Milwaukee. Ali turns around. Ali is facing BLANK Milwaukee.,1,egocentric_distant,egocentric_distant_target,794ebfff-f43c-4c48-8cfc-65c1fe1c76e0,towards,away from
A1UY2W2FL9CWN,4,target,71,0.873239436619718,Ali is facing away from Milwaukee. Ali turns around. Ali is facing BLANK Milwaukee.,1,egocentric_distant,egocentric_distant_target,794ebfff-f43c-4c48-8cfc-65c1fe1c76e0,towards,away from
A2SY0XL28MLUTW,4,target,71,0.816901408450704,Ali is facing away from Milwaukee. Ali turns around. Ali is facing BLANK Milwaukee.,1,egocentric_distant,egocentric_distant_target,794ebfff-f43c-4c48-8cfc-65c1fe1c76e0,towards,away from
A336V7IY38Q2WN,4,target,71,0.774647887323944,Ali is facing away from Milwaukee. Ali turns around. Ali is facing BLANK Milwaukee.,1,egocentric_distant,egocentric_distant_target,794ebfff-f43c-4c48-8cfc-65c1fe1c76e0,towards,away from
A346XUUK22V9AZ,4,target,71,0.845070422535211,Ali is facing away from Milwaukee. Ali turns around. Ali is facing BLANK Milwaukee.,1,egocentric_distant,egocentric_distant_target,794ebfff-f43c-4c48-8cfc-65c1fe1c76e0,towards,away from
AHRQCN5HVAZY4,4,target,71,0.605633802816901,Ali is facing away from Milwaukee. Ali turns around. Ali is facing BLANK Milwaukee.,1,egocentric_distant,egocentric_distant_target,794ebfff-f43c-4c48-8cfc-65c1fe1c76e0,towards,away from
AKSJ3C5O3V9RB,4,target,59,0.830508474576271,Ali is facing away from Milwaukee. Ali turns around. Ali is facing BLANK Milwaukee.,1,egocentric_distant,egocentric_distant_target,794ebfff-f43c-4c48-8cfc-65c1fe1c76e0,towards,away from
AVD6HMIO1HLFI,4,target,71,0.845070422535211,Ali is facing away from Milwaukee. Ali turns around. Ali is facing BLANK Milwaukee.,1,egocentric_distant,egocentric_distant_target,794ebfff-f43c-4c48-8cfc-65c1fe1c76e0,towards,away from
AWKX5GXJ8QYP7,4,target,71,0.732394366197183,Ali is facing away from Milwaukee. Ali turns around. Ali is facing BLANK Milwaukee.,1,egocentric_distant,egocentric_distant_target,794ebfff-f43c-4c48-8cfc-65c1fe1c76e0,towards,away from
A10JXOU89D5RXR,4,target,71,0.830985915492958,Ali is standing on carpet. Ali drops the glass. The glass BLANK.,1,state_follows,state_follows_target,839bc9d1-0608-474a-b075-235f6419c561,doesn't break,breaks
A120PN22KW0VPY,4,target,71,0.732394366197183,Ali is standing on carpet. Ali drops the glass. The glass BLANK.,1,state_follows,state_follows_target,839bc9d1-0608-474a-b075-235f6419c561,doesn't break,breaks
A1CN1H9UODZ1E6,4,target,71,0.647887323943662,Ali is standing on carpet. Ali drops the glass. The glass BLANK.,1,state_follows,state_follows_target,839bc9d1-0608-474a-b075-235f6419c561,doesn't break,breaks
A1UY2W2FL9CWN,4,target,71,0.873239436619718,Ali is standing on carpet. Ali drops the glass. The glass BLANK.,1,state_follows,state_follows_target,839bc9d1-0608-474a-b075-235f6419c561,doesn't break,breaks
A2SY0XL28MLUTW,4,target,71,0.816901408450704,Ali is standing on carpet. Ali drops the glass. The glass BLANK.,1,state_follows,state_follows_target,839bc9d1-0608-474a-b075-235f6419c561,doesn't break,breaks
A336V7IY38Q2WN,4,target,71,0.774647887323944,Ali is standing on carpet. Ali drops the glass. The glass BLANK.,0,state_follows,state_follows_target,839bc9d1-0608-474a-b075-235f6419c561,doesn't break,breaks
A346XUUK22V9AZ,4,target,71,0.845070422535211,Ali is standing on carpet. Ali drops the glass. The glass BLANK.,1,state_follows,state_follows_target,839bc9d1-0608-474a-b075-235f6419c561,doesn't break,breaks
AHRQCN5HVAZY4,4,target,71,0.605633802816901,Ali is standing on carpet. Ali drops the glass. The glass BLANK.,1,state_follows,state_follows_target,839bc9d1-0608-474a-b075-235f6419c561,doesn't break,breaks
AKSJ3C5O3V9RB,4,target,59,0.830508474576271,Ali is standing on carpet. Ali drops the glass. The glass BLANK.,1,state_follows,state_follows_target,839bc9d1-0608-474a-b075-235f6419c561,doesn't break,breaks
AVD6HMIO1HLFI,4,target,71,0.845070422535211,Ali is standing on carpet. Ali drops the glass. The glass BLANK.,1,state_follows,state_follows_target,839bc9d1-0608-474a-b075-235f6419c561,doesn't break,breaks
AWKX5GXJ8QYP7,4,target,71,0.732394366197183,Ali is standing on carpet. Ali drops the glass. The glass BLANK.,0,state_follows,state_follows_target,839bc9d1-0608-474a-b075-235f6419c561,doesn't break,breaks
A10JXOU89D5RXR,4,target,71,0.830985915492958,Ali is to Mark's right. Mark turns around. Ali is to Mark's BLANK.,0,two_refs_egocentric,two_refs_egocentric_target,f0b9b141-ad3a-4341-a0d9-a7bbe00bba06,left,right
A120PN22KW0VPY,4,target,71,0.732394366197183,Ali is to Mark's right. Mark turns around. Ali is to Mark's BLANK.,1,two_refs_egocentric,two_refs_egocentric_target,f0b9b141-ad3a-4341-a0d9-a7bbe00bba06,left,right
A1CN1H9UODZ1E6,4,target,71,0.647887323943662,Ali is to Mark's right. Mark turns around. Ali is to Mark's BLANK.,0,two_refs_egocentric,two_refs_egocentric_target,f0b9b141-ad3a-4341-a0d9-a7bbe00bba06,left,right
A1UY2W2FL9CWN,4,target,71,0.873239436619718,Ali is to Mark's right. Mark turns around. Ali is to Mark's BLANK.,0,two_refs_egocentric,two_refs_egocentric_target,f0b9b141-ad3a-4341-a0d9-a7bbe00bba06,left,right
A2SY0XL28MLUTW,4,target,71,0.816901408450704,Ali is to Mark's right. Mark turns around. Ali is to Mark's BLANK.,1,two_refs_egocentric,two_refs_egocentric_target,f0b9b141-ad3a-4341-a0d9-a7bbe00bba06,left,right
A336V7IY38Q2WN,4,target,71,0.774647887323944,Ali is to Mark's right. Mark turns around. Ali is to Mark's BLANK.,1,two_refs_egocentric,two_refs_egocentric_target,f0b9b141-ad3a-4341-a0d9-a7bbe00bba06,left,right
A346XUUK22V9AZ,4,target,71,0.845070422535211,Ali is to Mark's right. Mark turns around. Ali is to Mark's BLANK.,1,two_refs_egocentric,two_refs_egocentric_target,f0b9b141-ad3a-4341-a0d9-a7bbe00bba06,left,right
AHRQCN5HVAZY4,4,target,71,0.605633802816901,Ali is to Mark's right. Mark turns around. Ali is to Mark's BLANK.,1,two_refs_egocentric,two_refs_egocentric_target,f0b9b141-ad3a-4341-a0d9-a7bbe00bba06,left,right
AKSJ3C5O3V9RB,4,target,59,0.830508474576271,Ali is to Mark's right. Mark turns around. Ali is to Mark's BLANK.,1,two_refs_egocentric,two_refs_egocentric_target,f0b9b141-ad3a-4341-a0d9-a7bbe00bba06,left,right
AVD6HMIO1HLFI,4,target,71,0.845070422535211,Ali is to Mark's right. Mark turns around. Ali is to Mark's BLANK.,1,two_refs_egocentric,two_refs_egocentric_target,f0b9b141-ad3a-4341-a0d9-a7bbe00bba06,left,right
AWKX5GXJ8QYP7,4,target,71,0.732394366197183,Ali is to Mark's right. Mark turns around. Ali is to Mark's BLANK.,1,two_refs_egocentric,two_refs_egocentric_target,f0b9b141-ad3a-4341-a0d9-a7bbe00bba06,left,right
A10JXOU89D5RXR,4,target,71,0.830985915492958,Chicago is behind Ali. Ali turns around. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,0feb0a63-bce4-434c-83d9-46e341b4eb4c,in front of,behind
A120PN22KW0VPY,4,target,71,0.732394366197183,Chicago is behind Ali. Ali turns around. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,0feb0a63-bce4-434c-83d9-46e341b4eb4c,in front of,behind
A1CN1H9UODZ1E6,4,target,71,0.647887323943662,Chicago is behind Ali. Ali turns around. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,0feb0a63-bce4-434c-83d9-46e341b4eb4c,in front of,behind
A1UY2W2FL9CWN,4,target,71,0.873239436619718,Chicago is behind Ali. Ali turns around. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,0feb0a63-bce4-434c-83d9-46e341b4eb4c,in front of,behind
A2SY0XL28MLUTW,4,target,71,0.816901408450704,Chicago is behind Ali. Ali turns around. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,0feb0a63-bce4-434c-83d9-46e341b4eb4c,in front of,behind
A336V7IY38Q2WN,4,target,71,0.774647887323944,Chicago is behind Ali. Ali turns around. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,0feb0a63-bce4-434c-83d9-46e341b4eb4c,in front of,behind
A346XUUK22V9AZ,4,target,71,0.845070422535211,Chicago is behind Ali. Ali turns around. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,0feb0a63-bce4-434c-83d9-46e341b4eb4c,in front of,behind
AHRQCN5HVAZY4,4,target,71,0.605633802816901,Chicago is behind Ali. Ali turns around. Chicago is BLANK Ali.,0,egocentric_distant,egocentric_distant_target,0feb0a63-bce4-434c-83d9-46e341b4eb4c,in front of,behind
AKSJ3C5O3V9RB,4,target,59,0.830508474576271,Chicago is behind Ali. Ali turns around. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,0feb0a63-bce4-434c-83d9-46e341b4eb4c,in front of,behind
AVD6HMIO1HLFI,4,target,71,0.845070422535211,Chicago is behind Ali. Ali turns around. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,0feb0a63-bce4-434c-83d9-46e341b4eb4c,in front of,behind
AWKX5GXJ8QYP7,4,target,71,0.732394366197183,Chicago is behind Ali. Ali turns around. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,0feb0a63-bce4-434c-83d9-46e341b4eb4c,in front of,behind
A10JXOU89D5RXR,4,target,71,0.830985915492958,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,0,egocentric_distant,egocentric_distant_target,208eaa12-f841-4068-b70e-a7c8edee31db,right of,left of
A120PN22KW0VPY,4,target,71,0.732394366197183,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,0,egocentric_distant,egocentric_distant_target,208eaa12-f841-4068-b70e-a7c8edee31db,right of,left of
A1CN1H9UODZ1E6,4,target,71,0.647887323943662,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,208eaa12-f841-4068-b70e-a7c8edee31db,right of,left of
A1UY2W2FL9CWN,4,target,71,0.873239436619718,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,208eaa12-f841-4068-b70e-a7c8edee31db,right of,left of
A2SY0XL28MLUTW,4,target,71,0.816901408450704,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,0,egocentric_distant,egocentric_distant_target,208eaa12-f841-4068-b70e-a7c8edee31db,right of,left of
A336V7IY38Q2WN,4,target,71,0.774647887323944,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,208eaa12-f841-4068-b70e-a7c8edee31db,right of,left of
A346XUUK22V9AZ,4,target,71,0.845070422535211,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,208eaa12-f841-4068-b70e-a7c8edee31db,right of,left of
AHRQCN5HVAZY4,4,target,71,0.605633802816901,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,208eaa12-f841-4068-b70e-a7c8edee31db,right of,left of
AVD6HMIO1HLFI,4,target,71,0.845070422535211,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,1,egocentric_distant,egocentric_distant_target,208eaa12-f841-4068-b70e-a7c8edee31db,right of,left of
AWKX5GXJ8QYP7,4,target,71,0.732394366197183,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,0,egocentric_distant,egocentric_distant_target,208eaa12-f841-4068-b70e-a7c8edee31db,right of,left of
A10JXOU89D5RXR,4,target,71,0.830985915492958,Mark and Ali are both directly West of Budapest. Mark walks South. Ali is BLANK of Mark.,1,two_refs_geocentric,two_refs_geocentric_target,47f03e7f-1dc6-4da8-b460-eea5439b1842,North,South
A120PN22KW0VPY,4,target,71,0.732394366197183,Mark and Ali are both directly West of Budapest. Mark walks South. Ali is BLANK of Mark.,0,two_refs_geocentric,two_refs_geocentric_target,47f03e7f-1dc6-4da8-b460-eea5439b1842,North,South
A1CN1H9UODZ1E6,4,target,71,0.647887323943662,Mark and Ali are both directly West of Budapest. Mark walks South. Ali is BLANK of Mark.,0,two_refs_geocentric,two_refs_geocentric_target,47f03e7f-1dc6-4da8-b460-eea5439b1842,North,South
A1UY2W2FL9CWN,4,target,71,0.873239436619718,Mark and Ali are both directly West of Budapest. Mark walks South. Ali is BLANK of Mark.,1,two_refs_geocentric,two_refs_geocentric_target,47f03e7f-1dc6-4da8-b460-eea5439b1842,North,South
A2SY0XL28MLUTW,4,target,71,0.816901408450704,Mark and Ali are both directly West of Budapest. Mark walks South. Ali is BLANK of Mark.,0,two_refs_geocentric,two_refs_geocentric_target,47f03e7f-1dc6-4da8-b460-eea5439b1842,North,South
A336V7IY38Q2WN,4,target,71,0.774647887323944,Mark and Ali are both directly West of Budapest. Mark walks South. Ali is BLANK of Mark.,1,two_refs_geocentric,two_refs_geocentric_target,47f03e7f-1dc6-4da8-b460-eea5439b1842,North,South
A346XUUK22V9AZ,4,target,71,0.845070422535211,Mark and Ali are both directly West of Budapest. Mark walks South. Ali is BLANK of Mark.,1,two_refs_geocentric,two_refs_geocentric_target,47f03e7f-1dc6-4da8-b460-eea5439b1842,North,South
AHRQCN5HVAZY4,4,target,71,0.605633802816901,Mark and Ali are both directly West of Budapest. Mark walks South. Ali is BLANK of Mark.,1,two_refs_geocentric,two_refs_geocentric_target,47f03e7f-1dc6-4da8-b460-eea5439b1842,North,South
AKSJ3C5O3V9RB,4,target,59,0.830508474576271,Mark and Ali are both directly West of Budapest. Mark walks South. Ali is BLANK of Mark.,1,two_refs_geocentric,two_refs_geocentric_target,47f03e7f-1dc6-4da8-b460-eea5439b1842,North,South
AVD6HMIO1HLFI,4,target,71,0.845070422535211,Mark and Ali are both directly West of Budapest. Mark walks South. Ali is BLANK of Mark.,1,two_refs_geocentric,two_refs_geocentric_target,47f03e7f-1dc6-4da8-b460-eea5439b1842,North,South
AWKX5GXJ8QYP7,4,target,71,0.732394366197183,Mark and Ali are both directly West of Budapest. Mark walks South. Ali is BLANK of Mark.,1,two_refs_geocentric,two_refs_geocentric_target,47f03e7f-1dc6-4da8-b460-eea5439b1842,North,South
A10JXOU89D5RXR,4,target,71,0.830985915492958,Mark is East of Ali. Mark turns right. Mark is BLANK of Ali.,1,two_refs_geocentric,two_refs_geocentric_target,bec9241d-f5ad-4e55-b693-c4ff34cdaa2b,East,West
A120PN22KW0VPY,4,target,71,0.732394366197183,Mark is East of Ali. Mark turns right. Mark is BLANK of Ali.,1,two_refs_geocentric,two_refs_geocentric_target,bec9241d-f5ad-4e55-b693-c4ff34cdaa2b,East,West
A1CN1H9UODZ1E6,4,target,71,0.647887323943662,Mark is East of Ali. Mark turns right. Mark is BLANK of Ali.,0,two_refs_geocentric,two_refs_geocentric_target,bec9241d-f5ad-4e55-b693-c4ff34cdaa2b,East,West
A1UY2W2FL9CWN,4,target,71,0.873239436619718,Mark is East of Ali. Mark turns right. Mark is BLANK of Ali.,1,two_refs_geocentric,two_refs_geocentric_target,bec9241d-f5ad-4e55-b693-c4ff34cdaa2b,East,West
A2SY0XL28MLUTW,4,target,71,0.816901408450704,Mark is East of Ali. Mark turns right. Mark is BLANK of Ali.,1,two_refs_geocentric,two_refs_geocentric_target,bec9241d-f5ad-4e55-b693-c4ff34cdaa2b,East,West
A336V7IY38Q2WN,4,target,71,0.774647887323944,Mark is East of Ali. Mark turns right. Mark is BLANK of Ali.,1,two_refs_geocentric,two_refs_geocentric_target,bec9241d-f5ad-4e55-b693-c4ff34cdaa2b,East,West
A346XUUK22V9AZ,4,target,71,0.845070422535211,Mark is East of Ali. Mark turns right. Mark is BLANK of Ali.,1,two_refs_geocentric,two_refs_geocentric_target,bec9241d-f5ad-4e55-b693-c4ff34cdaa2b,East,West
AHRQCN5HVAZY4,4,target,71,0.605633802816901,Mark is East of Ali. Mark turns right. Mark is BLANK of Ali.,1,two_refs_geocentric,two_refs_geocentric_target,bec9241d-f5ad-4e55-b693-c4ff34cdaa2b,East,West
AKSJ3C5O3V9RB,4,target,59,0.830508474576271,Mark is East of Ali. Mark turns right. Mark is BLANK of Ali.,1,two_refs_geocentric,two_refs_geocentric_target,bec9241d-f5ad-4e55-b693-c4ff34cdaa2b,East,West
AVD6HMIO1HLFI,4,target,71,0.845070422535211,Mark is East of Ali. Mark turns right. Mark is BLANK of Ali.,1,two_refs_geocentric,two_refs_geocentric_target,bec9241d-f5ad-4e55-b693-c4ff34cdaa2b,East,West
