prompt,category,prompt_type,category_type,correct_res,incorrect_res,group_id,uuid,filled_prompt,accuracy,space_rt_correct,choice_rt_correct,retest_1_accuracy,retest_2_accuracy,retest_delta,gpt_4_accuracy,gpt_4_1_accuracy,gpt_4_o_accuracy,o3_accuracy,gemma_27b_logit_diff,gemma_2_2b_logit_diff,gemma_2_2b_it_logit_diff,trigram_freq,prompt_length,qk_gemma2_2b_it_L0_H0,qk_gemma2_2b_it_L0_H1,qk_gemma2_2b_it_L0_H2,qk_gemma2_2b_it_L0_H3,qk_gemma2_2b_it_L1_H0,qk_gemma2_2b_it_L1_H1,qk_gemma2_2b_it_L1_H2,qk_gemma2_2b_it_L1_H3,qk_gemma2_2b_it_L2_H0,qk_gemma2_2b_it_L2_H1,qk_gemma2_2b_it_L2_H2,qk_gemma2_2b_it_L2_H3,qk_gemma2_2b_it_L3_H0,qk_gemma2_2b_it_L3_H1,qk_gemma2_2b_it_L3_H2,qk_gemma2_2b_it_L3_H3,qk_gemma2_2b_it_L4_H0,qk_gemma2_2b_it_L4_H1,qk_gemma2_2b_it_L4_H2,qk_gemma2_2b_it_L4_H3,qk_gemma2_2b_it_L5_H0,qk_gemma2_2b_it_L5_H1,qk_gemma2_2b_it_L5_H2,qk_gemma2_2b_it_L5_H3,qk_gemma2_2b_it_L6_H0,qk_gemma2_2b_it_L6_H1,qk_gemma2_2b_it_L6_H2,qk_gemma2_2b_it_L6_H3,qk_gemma2_2b_it_L7_H0,qk_gemma2_2b_it_L7_H1,qk_gemma2_2b_it_L7_H2,qk_gemma2_2b_it_L7_H3,qk_gemma2_2b_it_L8_H0,qk_gemma2_2b_it_L8_H1,qk_gemma2_2b_it_L8_H2,qk_gemma2_2b_it_L8_H3,qk_gemma2_2b_it_L9_H0,qk_gemma2_2b_it_L9_H1,qk_gemma2_2b_it_L9_H2,qk_gemma2_2b_it_L9_H3,qk_gemma2_2b_it_L10_H0,qk_gemma2_2b_it_L10_H1,qk_gemma2_2b_it_L10_H2,qk_gemma2_2b_it_L10_H3,qk_gemma2_2b_it_L11_H0,qk_gemma2_2b_it_L11_H1,qk_gemma2_2b_it_L11_H2,qk_gemma2_2b_it_L11_H3,qk_gemma2_2b_it_L12_H0,qk_gemma2_2b_it_L12_H1,qk_gemma2_2b_it_L12_H2,qk_gemma2_2b_it_L12_H3,qk_gemma2_2b_it_L13_H0,qk_gemma2_2b_it_L13_H1,qk_gemma2_2b_it_L13_H2,qk_gemma2_2b_it_L13_H3,qk_gemma2_2b_it_L14_H0,qk_gemma2_2b_it_L14_H1,qk_gemma2_2b_it_L14_H2,qk_gemma2_2b_it_L14_H3,qk_gemma2_2b_it_L15_H0,qk_gemma2_2b_it_L15_H1,qk_gemma2_2b_it_L15_H2,qk_gemma2_2b_it_L15_H3,qk_gemma2_2b_it_L16_H0,qk_gemma2_2b_it_L16_H1,qk_gemma2_2b_it_L16_H2,qk_gemma2_2b_it_L16_H3,qk_gemma2_2b_it_L17_H0,qk_gemma2_2b_it_L17_H1,qk_gemma2_2b_it_L17_H2,qk_gemma2_2b_it_L17_H3,qk_gemma2_2b_it_L18_H0,qk_gemma2_2b_it_L18_H1,qk_gemma2_2b_it_L18_H2,qk_gemma2_2b_it_L18_H3,qk_gemma2_2b_it_L19_H0,qk_gemma2_2b_it_L19_H1,qk_gemma2_2b_it_L19_H2,qk_gemma2_2b_it_L19_H3,qk_gemma2_2b_it_L20_H0,qk_gemma2_2b_it_L20_H1,qk_gemma2_2b_it_L20_H2,qk_gemma2_2b_it_L20_H3,qk_gemma2_2b_it_L21_H0,qk_gemma2_2b_it_L21_H1,qk_gemma2_2b_it_L21_H2,qk_gemma2_2b_it_L21_H3,qk_gemma2_2b_it_L22_H0,qk_gemma2_2b_it_L22_H1,qk_gemma2_2b_it_L22_H2,qk_gemma2_2b_it_L22_H3,qk_gemma2_2b_it_L23_H0,qk_gemma2_2b_it_L23_H1,qk_gemma2_2b_it_L23_H2,qk_gemma2_2b_it_L23_H3,prompt_key,filled_prompt_key,n_obs_round_1,n_obs_round_2
Ali is in the wagon. Ali pulls on the wagon. The wagon BLANK.,action_nonfollows,target,action_nonfollows_target,doesn't move,moves,32ed38b1-49e1-4851-b355-d2e88fcbf39d,c3057e2d-31be-47c0-bd12-9a1422d7f838,Ali is in the wagon. Ali pulls on the wagon. The wagon doesn't move.,0.6,7324.22857142879,3307.64285714552,0.5,0.75,0.6,0,0,1,1,-14.375,-1.0,0.0666666666666667,4.02375,68,0.6875,-0.0103759765625,-2.6875,-0.05908203125,-0.76171875,0.302734375,-0.5390625,-0.2734375,-0.71875,0.404296875,-0.2353515625,-0.158203125,-0.419921875,1.1015625,-1.1796875,-0.515625,-0.42578125,0.10791015625,0.095703125,0.2890625,-0.2177734375,0.486328125,-0.474609375,0.0014495849609375,-0.0908203125,-0.12451171875,-0.27734375,0.0272216796875,0.1494140625,-0.357421875,-0.039794921875,0.306640625,-0.6328125,-0.1865234375,0.0245361328125,0.09033203125,0.154296875,-0.53125,-0.3203125,0.087890625,0.2021484375,-0.287109375,-0.267578125,0.384765625,-0.4453125,0.12890625,0.64453125,-0.6171875,0.287109375,0.1875,-0.037841796875,0.52734375,0.10498046875,-0.40234375,-0.2890625,-0.16015625,-0.498046875,0.37890625,-0.90625,0.01226806640625,-1.6875,-0.15625,0.7109375,0.6171875,0.51171875,0.640625,0.06640625,0.099609375,-0.48046875,0.365234375,0.83203125,0.36328125,0.09716796875,-0.482421875,0.1708984375,0.23046875,-0.59765625,0.8515625,0.3828125,0.15625,-0.1474609375,-0.0162353515625,0.09326171875,-0.2490234375,0.216796875,-0.275390625,-0.6953125,0.765625,-0.349609375,-0.21875,-0.625,-0.1708984375,0.2236328125,-0.6484375,0.16015625,-0.353515625,Ali is in the wagon. Ali pulls on the wagon. The wagon BLANK.,Ali is in the wagon. Ali pulls on the wagon. The wagon doesn't move.,20,17
Ali is in the wagon. Ali pushes on the wagon. The wagon BLANK.,action_nonfollows,target,action_nonfollows_target,doesn't move,moves,fe5c4d24-63dd-4b9b-9938-f10e3408d97e,d131310b-9566-4029-bfa8-6f106043b088,Ali is in the wagon. Ali pushes on the wagon. The wagon doesn't move.,0.25,3330.10000000149,3354.34999998755,0.5,0.8,0.636363636363636,0,0,0,0,-15.625,-1.0,-0.273809523809524,3.9856249999999998,69,0.68359375,-0.005035400390625,-2.71875,-0.060791015625,-0.7578125,0.283203125,-0.546875,-0.275390625,-0.7109375,0.400390625,-0.23046875,-0.1259765625,-0.421875,1.0859375,-1.1875,-0.51953125,-0.4296875,0.1064453125,0.08935546875,0.330078125,-0.220703125,0.4765625,-0.478515625,-0.00738525390625,-0.087890625,-0.111328125,-0.265625,0.01220703125,0.158203125,-0.37890625,-0.032958984375,0.32421875,-0.64453125,-0.171875,0.052490234375,0.06591796875,0.158203125,-0.5390625,-0.337890625,0.11865234375,0.201171875,-0.283203125,-0.275390625,0.3828125,-0.44921875,0.1416015625,0.6484375,-0.60546875,0.275390625,0.17578125,-0.024169921875,0.55859375,0.10009765625,-0.3828125,-0.29296875,-0.1748046875,-0.48828125,0.37109375,-0.8984375,0.00494384765625,-1.703125,-0.138671875,0.73046875,0.63671875,0.515625,0.63671875,0.103515625,0.07763671875,-0.5,0.396484375,0.8203125,0.345703125,0.09619140625,-0.470703125,0.193359375,0.1845703125,-0.5859375,0.82421875,0.361328125,0.1318359375,-0.130859375,0.000797271728515625,0.1005859375,-0.259765625,0.24609375,-0.25390625,-0.71875,0.76171875,-0.33984375,-0.20703125,-0.60546875,-0.1748046875,0.22265625,-0.65234375,0.1708984375,-0.3515625,Ali is in the wagon. Ali pushes on the wagon. The wagon BLANK.,Ali is in the wagon. Ali pushes on the wagon. The wagon doesn't move.,16,19
Ali is right of the painting. Ali turns around. Ali is BLANK the painting.,egocentric_near,target,egocentric_near_target,right of,left of,5822be6b-27bb-4a97-8ea6-e5bd6393428f,7ae6543e-9e1e-4975-9d68-ad7d04fd1e4e,Ali is right of the painting. Ali turns around. Ali is right of the painting.,0.571428571428571,14483.0571428995,4473.17142862188,0.4,0.333333333333333,0.375,0,0,0,0,-6.6875,0.0,0.19047619047619,4.781249999999999,77,0.65625,0.030029296875,-2.78125,-0.0712890625,-0.75390625,0.384765625,-0.59375,-0.3828125,-0.74609375,0.5,-0.248046875,-0.2734375,-0.44140625,1.0390625,-1.1953125,-0.56640625,-0.3671875,0.09423828125,0.2197265625,0.248046875,-0.16796875,0.498046875,-0.53515625,-0.01019287109375,-0.056640625,0.09814453125,-0.13671875,-0.10205078125,0.27734375,-0.294921875,-0.01171875,0.255859375,-0.609375,-0.306640625,-0.07080078125,-0.060302734375,0.1279296875,-0.6875,-0.388671875,0.076171875,0.232421875,-0.2431640625,-0.259765625,0.34765625,-0.4453125,0.041748046875,0.68359375,-0.6484375,0.48828125,-0.035400390625,0.1240234375,0.55078125,0.1328125,-0.271484375,-0.2255859375,-0.2578125,-0.4453125,0.326171875,-1.0390625,-0.0111083984375,-1.546875,-0.2021484375,0.66796875,0.68359375,0.67578125,0.58984375,-0.059814453125,0.1123046875,-0.240234375,0.2041015625,1.03125,0.4609375,0.1630859375,-0.6015625,-0.09228515625,0.09130859375,-0.48828125,0.66796875,0.330078125,0.2314453125,-0.1513671875,-0.11083984375,0.1533203125,-0.0732421875,0.1962890625,-0.2265625,-0.62890625,0.7734375,-0.2236328125,-0.1884765625,-0.64453125,-0.158203125,0.265625,-0.84765625,0.09765625,-0.41796875,Ali is right of the painting. Ali turns around. Ali is BLANK the painting.,Ali is right of the painting. Ali turns around. Ali is right of the painting.,21,14
Ali is standing on carpet. Ali drops the glass. The glass BLANK.,state_follows,target,state_follows_target,doesn't break,breaks,724ae992-a5de-4ee2-b1e8-0a398d30e12c,839bc9d1-0608-474a-b075-235f6419c561,Ali is standing on carpet. Ali drops the glass. The glass doesn't break.,0.818181818181818,3485.27777773928,1258.49999999418,,,,0,0,1,1,-14.875,-1.0,-0.181818181818182,4.237333333333333,72,0.65625,0.007537841796875,-2.765625,-0.0247802734375,-0.73828125,0.33984375,-0.57421875,-0.322265625,-0.75,0.43359375,-0.322265625,-0.1435546875,-0.37109375,1.109375,-1.046875,-0.466796875,-0.416015625,0.05078125,0.0927734375,0.28125,-0.216796875,0.373046875,-0.5390625,-0.0162353515625,-0.046142578125,-0.01397705078125,-0.361328125,0.1669921875,0.11474609375,-0.328125,0.010986328125,0.240234375,-0.57421875,-0.053466796875,-0.001312255859375,0.01806640625,0.1689453125,-0.56640625,-0.208984375,0.12158203125,0.2392578125,-0.2470703125,-0.25390625,0.5078125,-0.392578125,0.051513671875,0.6328125,-0.50390625,0.330078125,0.134765625,0.064453125,0.40234375,0.10888671875,-0.349609375,-0.2373046875,-0.16796875,-0.466796875,0.388671875,-0.99609375,-0.0966796875,-1.6640625,-0.2177734375,0.67578125,0.5234375,0.5625,0.59375,-0.056640625,0.09228515625,-0.44921875,0.44921875,0.8046875,0.337890625,0.12158203125,-0.40234375,0.054931640625,0.2265625,-0.6015625,0.8828125,0.26171875,0.1630859375,-0.138671875,0.04296875,0.06591796875,-0.1806640625,0.2470703125,-0.23828125,-0.7734375,0.69140625,-0.412109375,-0.11865234375,-0.68359375,-0.1396484375,0.2080078125,-0.61328125,0.2216796875,-0.421875,Ali is standing on carpet. Ali drops the glass. The glass BLANK.,Ali is standing on carpet. Ali drops the glass. The glass doesn't break.,11,0
Ali is standing on tile. Ali drops the glass. The glass BLANK.,state_follows,target,state_follows_target,breaks,doesn't break,4b3cc612-c739-46ee-9fa8-8bfb1caa908c,dca5ec49-327f-4dcf-b160-f2470da4a7b8,Ali is standing on tile. Ali drops the glass. The glass breaks.,0.952380952380952,4470.8461538271,1468.99999991976,,,,1,1,1,1,15.125,0.0,-0.0476190476190477,4.26923076923077,63,0.66796875,0.0021209716796875,-2.75,-0.0203857421875,-0.734375,0.34375,-0.57421875,-0.310546875,-0.75,0.44140625,-0.302734375,-0.1533203125,-0.39453125,1.1328125,-1.0546875,-0.447265625,-0.423828125,0.06982421875,0.09130859375,0.2578125,-0.22265625,0.39453125,-0.52734375,-0.004119873046875,-0.07568359375,-0.01348876953125,-0.326171875,0.1552734375,0.10107421875,-0.32421875,-0.012939453125,0.248046875,-0.62890625,-0.016357421875,-0.049072265625,0.0179443359375,0.1533203125,-0.5703125,-0.23046875,0.11572265625,0.2353515625,-0.2265625,-0.232421875,0.51953125,-0.416015625,0.056396484375,0.63671875,-0.48828125,0.333984375,0.14453125,0.07470703125,0.357421875,0.11328125,-0.341796875,-0.2236328125,-0.189453125,-0.49609375,0.37890625,-1.0390625,-0.068359375,-1.6953125,-0.2294921875,0.68359375,0.56640625,0.54296875,0.5703125,-0.0859375,0.0966796875,-0.423828125,0.392578125,0.765625,0.291015625,0.11865234375,-0.390625,0.00174713134765625,0.181640625,-0.58984375,0.8515625,0.302734375,0.1767578125,-0.162109375,0.021240234375,0.09130859375,-0.1298828125,0.2119140625,-0.2119140625,-0.7578125,0.7265625,-0.3984375,-0.125,-0.62890625,-0.11865234375,0.1982421875,-0.65625,0.197265625,-0.408203125,Ali is standing on tile. Ali drops the glass. The glass BLANK.,Ali is standing on tile. Ali drops the glass. The glass breaks.,21,0
Ali is to Mark's right. Ali turns around. Ali is to Mark's BLANK.,two_refs_egocentric,target,two_refs_egocentric_target,right,left,d4ca9932-5427-4bb3-bd0c-5b530b70c00c,4b5ca386-a350-417d-859e-3d21020bc450,Ali is to Mark's right. Ali turns around. Ali is to Mark's right.,0.666666666666667,12589.5199999506,1548.39999991401,0.6,1.0,0.75,0,0,1,1,-9.0,0.0,0.333333333333333,4.735625,65,0.63671875,0.0004100799560546875,-2.71875,-0.0257568359375,-0.76953125,0.4296875,-0.51171875,-0.3203125,-0.7734375,0.44921875,-0.30859375,-0.150390625,-0.462890625,1.0234375,-1.09375,-0.5,-0.416015625,0.111328125,0.2021484375,0.314453125,-0.2138671875,0.5078125,-0.447265625,-0.02392578125,-0.09716796875,0.038818359375,-0.1884765625,-0.08056640625,0.259765625,-0.302734375,-0.08447265625,0.2099609375,-0.55859375,-0.1416015625,0.125,-0.05419921875,0.06884765625,-0.68359375,-0.38671875,0.07861328125,0.2109375,-0.2451171875,-0.3125,0.39453125,-0.416015625,0.04345703125,0.72265625,-0.73828125,0.4765625,-0.07470703125,0.0194091796875,0.455078125,0.1787109375,-0.306640625,-0.197265625,-0.255859375,-0.482421875,0.345703125,-0.97265625,-0.09912109375,-1.484375,-0.1220703125,0.734375,0.64453125,0.609375,0.5625,-0.054443359375,0.23046875,-0.37109375,0.189453125,1.0,0.2421875,0.13671875,-0.61328125,-0.166015625,0.12451171875,-0.5703125,0.70703125,0.349609375,0.2021484375,-0.23046875,-0.050537109375,0.1328125,-0.0289306640625,0.126953125,-0.25390625,-0.5546875,0.7421875,-0.2294921875,-0.181640625,-0.58203125,-0.1279296875,0.271484375,-0.79296875,0.150390625,-0.5390625,Ali is to Mark's right. Ali turns around. Ali is to Mark's BLANK.,Ali is to Mark's right. Ali turns around. Ali is to Mark's right.,21,20
Ali is to Mark's right. Mark turns around. Ali is to Mark's BLANK.,two_refs_egocentric,target,two_refs_egocentric_target,left,right,50399d26-50a2-4e47-adb8-c8834ae73cc3,f0b9b141-ad3a-4341-a0d9-a7bbe00bba06,Ali is to Mark's right. Mark turns around. Ali is to Mark's left.,0.727272727272727,5702.59999999404,1362.82499998808,0.8,0.0,0.666666666666667,1,1,1,1,6.875,0.0,0.0397727272727273,4.81375,65,0.6484375,-0.01226806640625,-2.71875,-0.0245361328125,-0.77734375,0.423828125,-0.498046875,-0.30859375,-0.78125,0.458984375,-0.314453125,-0.1484375,-0.45703125,1.015625,-1.1015625,-0.50390625,-0.41796875,0.1220703125,0.216796875,0.322265625,-0.2109375,0.494140625,-0.451171875,-0.0174560546875,-0.1044921875,0.01361083984375,-0.2060546875,-0.06884765625,0.244140625,-0.31640625,-0.1015625,0.23046875,-0.5859375,-0.125,0.1298828125,-0.06640625,0.07373046875,-0.69140625,-0.404296875,0.1015625,0.197265625,-0.232421875,-0.306640625,0.34765625,-0.404296875,0.05224609375,0.6953125,-0.7109375,0.451171875,-0.12890625,-0.000812530517578125,0.36328125,0.18359375,-0.294921875,-0.1806640625,-0.263671875,-0.462890625,0.349609375,-0.96875,-0.0947265625,-1.4765625,-0.1083984375,0.73828125,0.6171875,0.61328125,0.515625,-0.09521484375,0.2333984375,-0.314453125,0.1767578125,0.98046875,0.22265625,0.138671875,-0.58203125,-0.1474609375,0.1455078125,-0.57421875,0.73828125,0.37109375,0.1845703125,-0.240234375,-0.052490234375,0.12890625,-0.06201171875,0.140625,-0.24609375,-0.54296875,0.75390625,-0.2158203125,-0.201171875,-0.55859375,-0.150390625,0.28125,-0.8125,0.1357421875,-0.54296875,Ali is to Mark's right. Mark turns around. Ali is to Mark's BLANK.,Ali is to Mark's right. Mark turns around. Ali is to Mark's left.,11,12
Ali is to the right of Mark. Mark looks to his left and Ali looks to his right. Ali is facing BLANK Mark.,two_refs_egocentric,target,two_refs_egocentric_target,away from,towards,6145248b-a1af-4bba-a47b-050a65f855e9,767e980c-4e89-4d82-b116-6e854125bf34,Ali is to the right of Mark. Mark looks to his left and Ali looks to his right. Ali is facing away from Mark.,0.761904761904762,11026.0000000022,1423.25000009197,1.0,,1.0,0,1,0,0,-10.5625,0.0,0.324404761904762,5.0208,109,0.6015625,0.006805419921875,-2.84375,-0.041015625,-0.77734375,0.365234375,-0.66796875,-0.373046875,-0.73046875,0.3515625,-0.302734375,-0.2099609375,-0.408203125,1.0,-1.1875,-0.5234375,-0.375,0.173828125,0.251953125,0.25,-0.18359375,0.59375,-0.48828125,-0.10888671875,-0.19140625,0.1484375,-0.1328125,0.07666015625,0.1435546875,-0.3203125,-0.10986328125,0.201171875,-0.74609375,-0.427734375,0.041259765625,0.03076171875,0.0869140625,-0.765625,-0.5078125,0.08935546875,0.2109375,-0.2119140625,-0.236328125,0.2138671875,-0.466796875,0.0174560546875,0.64453125,-0.373046875,0.3203125,-0.2373046875,-0.00017452239990234375,0.54296875,0.1396484375,-0.328125,-0.271484375,-0.33203125,-0.4921875,0.416015625,-0.80078125,-0.09765625,-1.625,-0.1181640625,0.78125,0.64453125,0.54296875,0.6328125,-0.0947265625,0.287109375,-0.23828125,0.1162109375,1.171875,0.5390625,0.1494140625,-0.72265625,-0.09423828125,0.169921875,-0.484375,0.6171875,0.375,0.2119140625,-0.140625,-0.111328125,0.158203125,-0.1513671875,0.19921875,-0.2578125,-0.53515625,0.70703125,-0.212890625,-0.1357421875,-0.65234375,-0.1162109375,0.251953125,-0.875,0.1669921875,-0.515625,Ali is to the right of Mark. Mark looks to his left and Ali looks to his right. Ali is facing BLANK Mark.,Ali is to the right of Mark. Mark looks to his left and Ali looks to his right. Ali is facing away from Mark.,21,14
Ali is to the right of Mark. Mark looks to his left. Mark BLANK Ali.,two_refs_egocentric,target,two_refs_egocentric_target,can't see,sees,7d19a78e-90e7-4eb6-90d6-9cf93306ca31,5325997f-dd4a-4adb-8a34-ad602a759efe,Ali is to the right of Mark. Mark looks to his left. Mark can't see Ali.,0.75,5940.9714285553,1802.04999999795,0.4,0.666666666666667,0.5,0,1,1,1,-11.25,0.0,-0.125,4.912222222222223,72,0.640625,-0.004913330078125,-2.78125,-0.0291748046875,-0.75390625,0.41015625,-0.5859375,-0.31640625,-0.75,0.400390625,-0.330078125,-0.1640625,-0.439453125,1.046875,-1.09375,-0.5546875,-0.400390625,0.125,0.17578125,0.3046875,-0.216796875,0.53125,-0.43359375,-0.046142578125,-0.12060546875,0.034912109375,-0.1826171875,0.045166015625,0.16796875,-0.318359375,-0.1025390625,0.1796875,-0.57421875,-0.244140625,0.017578125,-0.1103515625,0.138671875,-0.66015625,-0.4140625,0.1181640625,0.224609375,-0.16796875,-0.23828125,0.294921875,-0.4453125,0.042724609375,0.625,-0.40234375,0.380859375,-0.0859375,-0.008544921875,0.52734375,0.126953125,-0.4296875,-0.2109375,-0.2080078125,-0.396484375,0.42578125,-0.97265625,-0.11083984375,-1.4921875,-0.1767578125,0.71484375,0.59765625,0.54296875,0.57421875,-0.0810546875,0.1708984375,-0.25390625,0.17578125,1.09375,0.4609375,0.134765625,-0.6875,-0.11328125,0.07666015625,-0.4140625,0.7265625,0.431640625,0.32421875,-0.1650390625,-0.1416015625,0.1513671875,-0.1787109375,0.169921875,-0.40625,-0.5703125,0.75,-0.240234375,-0.23828125,-0.54296875,-0.232421875,0.2373046875,-0.75390625,0.2197265625,-0.44140625,Ali is to the right of Mark. Mark looks to his left. Mark BLANK Ali.,Ali is to the right of Mark. Mark looks to his left. Mark can't see Ali.,20,16
Ali is to the right of Mark. Mark looks to his right. Mark BLANK Ali.,two_refs_egocentric,target,two_refs_egocentric_target,see,can't see,4c0d2153-8a79-4a23-9b45-c38ab14edce1,b1ff2851-e693-4806-87f1-89584975b26d,Ali is to the right of Mark. Mark looks to his right. Mark see Ali.,0.80952380952381,4864.15000001043,2394.23636363853,,,,0,0,1,1,-3.125,0.0,0.333333333333333,5.197500000000001,67,0.66015625,-0.022216796875,-2.78125,-0.04345703125,-0.75390625,0.380859375,-0.5859375,-0.30859375,-0.75390625,0.412109375,-0.326171875,-0.1923828125,-0.462890625,1.0234375,-1.078125,-0.546875,-0.404296875,0.115234375,0.1923828125,0.251953125,-0.212890625,0.5390625,-0.458984375,-0.07666015625,-0.1259765625,0.0419921875,-0.181640625,0.06591796875,0.1767578125,-0.322265625,-0.10302734375,0.203125,-0.58203125,-0.244140625,0.004486083984375,-0.111328125,0.185546875,-0.69140625,-0.34765625,0.10546875,0.232421875,-0.1669921875,-0.251953125,0.275390625,-0.455078125,-0.0062255859375,0.64453125,-0.4140625,0.384765625,-0.03125,0.0003871917724609375,0.515625,0.11669921875,-0.423828125,-0.2109375,-0.2109375,-0.423828125,0.408203125,-1.0625,-0.058349609375,-1.546875,-0.25,0.6953125,0.58203125,0.52734375,0.58203125,-0.06787109375,0.185546875,-0.271484375,0.1796875,1.046875,0.455078125,0.12890625,-0.66796875,-0.142578125,0.09814453125,-0.41015625,0.66015625,0.400390625,0.314453125,-0.181640625,-0.150390625,0.1552734375,-0.1552734375,0.181640625,-0.361328125,-0.61328125,0.75390625,-0.240234375,-0.25390625,-0.5078125,-0.19921875,0.2255859375,-0.76953125,0.216796875,-0.447265625,Ali is to the right of Mark. Mark looks to his right. Mark BLANK Ali.,Ali is to the right of Mark. Mark looks to his right. Mark see Ali.,21,0
Chicago is behind Ali. Ali turns around. Chicago is BLANK Ali.,egocentric_distant,target,egocentric_distant_target,in front of,behind,1ab18f56-7a23-474a-8628-58a3b353c102,0feb0a63-bce4-434c-83d9-46e341b4eb4c,Chicago is behind Ali. Ali turns around. Chicago is in front of Ali.,0.909090909090909,3353.30833330844,1420.4272727355,,,,0,1,1,1,7.1875,-1.0,-0.0242424242424243,4.562142857142857,68,0.59375,0.076171875,-2.765625,-0.078125,-0.71484375,0.353515625,-0.62890625,-0.349609375,-0.76171875,0.357421875,-0.33984375,-0.1875,-0.38671875,1.046875,-1.1953125,-0.5234375,-0.365234375,0.130859375,0.177734375,0.298828125,-0.189453125,0.5234375,-0.58984375,-0.007537841796875,-0.03173828125,0.01007080078125,-0.1943359375,-0.06884765625,0.26171875,-0.439453125,-0.046630859375,0.345703125,-0.57421875,-0.279296875,0.011474609375,-0.083984375,0.1376953125,-0.70703125,-0.359375,0.07958984375,0.21484375,-0.2431640625,-0.25,0.1953125,-0.416015625,0.0791015625,0.63671875,-0.51171875,0.431640625,0.0218505859375,0.119140625,0.48046875,0.12890625,-0.322265625,-0.2265625,-0.2001953125,-0.45703125,0.33203125,-0.94140625,-0.05712890625,-1.5390625,-0.09521484375,0.70703125,0.515625,0.5703125,0.482421875,-0.01507568359375,0.09326171875,-0.251953125,0.328125,0.9921875,0.20703125,0.1513671875,-0.50390625,-0.0322265625,-0.000965118408203125,-0.51171875,0.62109375,0.3671875,0.267578125,-0.15234375,-0.1494140625,0.056640625,-0.26171875,0.1650390625,-0.1708984375,-0.64453125,0.8203125,-0.1962890625,-0.189453125,-0.55078125,-0.1552734375,0.26171875,-0.76171875,0.1396484375,-0.38671875,Chicago is behind Ali. Ali turns around. Chicago is BLANK Ali.,Chicago is behind Ali. Ali turns around. Chicago is in front of Ali.,11,0
Chicago is behind Ali. Ali turns left. Chicago is BLANK Ali.,egocentric_distant,target,egocentric_distant_target,left of,right of,2dbb9333-c9f9-4a99-a371-1151135dd830,5d8b1754-729b-4bd9-a7e2-f2c5a2f85fb2,Chicago is behind Ali. Ali turns left. Chicago is left of Ali.,0.857142857142857,8277.39000002574,2027.10999994725,,,,0,0,1,1,-0.375,0.0,0.333333333333333,4.5261538461538455,62,0.60546875,0.049560546875,-2.8125,-0.0810546875,-0.73046875,0.4140625,-0.5859375,-0.3359375,-0.765625,0.4375,-0.314453125,-0.2578125,-0.412109375,1.03125,-1.21875,-0.58203125,-0.328125,0.08251953125,0.189453125,0.30078125,-0.1591796875,0.57421875,-0.625,-0.0247802734375,-0.01519775390625,0.017333984375,-0.1796875,-0.109375,0.2236328125,-0.45703125,-0.060546875,0.32421875,-0.5703125,-0.2158203125,-0.0201416015625,-0.1396484375,0.13671875,-0.7421875,-0.302734375,0.0908203125,0.224609375,-0.2265625,-0.265625,0.2275390625,-0.412109375,0.0264892578125,0.6484375,-0.484375,0.384765625,-0.01531982421875,0.0947265625,0.435546875,0.1572265625,-0.357421875,-0.25,-0.205078125,-0.44140625,0.3515625,-1.078125,-0.08349609375,-1.5234375,-0.166015625,0.63671875,0.5625,0.59765625,0.494140625,0.0087890625,0.0673828125,-0.328125,0.26171875,0.921875,0.2119140625,0.169921875,-0.462890625,-0.041015625,-0.0191650390625,-0.54296875,0.59765625,0.2470703125,0.2197265625,-0.1767578125,-0.1689453125,0.12255859375,-0.25,0.1669921875,-0.11181640625,-0.703125,0.8828125,-0.154296875,-0.2158203125,-0.494140625,-0.1533203125,0.25390625,-0.7578125,0.171875,-0.3984375,Chicago is behind Ali. Ali turns left. Chicago is BLANK Ali.,Chicago is behind Ali. Ali turns left. Chicago is left of Ali.,21,0
